,Tm,Score,Home,Date,Score_L3,FrDwns_L3,TotYds_L3,T_O_L3,Pen_L3,Pen_Yds_L3,ThdDwns_L3,ThdDwnAtt_L3,Pass_Cmp_L3,Pass_Att_L3,Pass_Yds_L3,Pass_TD_L3,Pass_Int_L3,QB_Rate_L3,YAC_L3,Drops_L3,QB_BadTh_L3,QB_Sk_L3,QB_Hrry_L3,QB_Hits_L3,QB_Prss_L3,Rush_Att_L3,Rush_Yds_L3,Rush_TD_L3,Rush_YAC_L3,Rush_YPC_L3,XPM_L3,XPA_L3,FGM_L3,FGA_L3,Score_opp_L3,FrDwns_opp_L3,TotYds_opp_L3,TO_opp_L3,Pen_opp_L3,Pen_Yds_opp_L3,ThdDwns_opp_L3,ThdDwnAtt_opp_L3,Pass_Cmp_opp_L3,Pass_Att_opp_L3,Pass_Yds_opp_L3,Pass_TD_opp_L3,Pass_Int_opp_L3,QB_Rate_opp_L3,YAC_opp_L3,Drops_opp_L3,QB_BadTh_opp_L3,QB_Sk_opp_L3,QB_Hrry_opp_L3,QB_Hits_opp_L3,QB_Prss_opp_L3,Rush_Att_opp_L3,Rush_Yds_opp_L3,Rush_TD_opp_L3,Rush_YAC_opp_L3,Rush_YPC_opp_L3,XPM_opp_L3,XPA_opp_L3,FGM_opp_L3,FGA_opp_L3
621,IND,0.4576271186440678,1.0,2019-09-22,0.312631825638622,0.4476275738585495,0.3740294580442128,0.25,0.5154545454545454,0.3474123085289585,0.4004796163069544,0.3929336188436829,0.3819959541469994,0.3864381144441642,0.24936386768447824,0.4282655246252677,0.11,0.6027655562539284,0.2180312787488499,0.2945326278659612,0.1209090909090909,0.4002998500749625,0.1049723756906077,0.2497320471596999,0.24973204715969985,0.3845931909982689,0.4552264215185564,0.11,0.5500886866661526,0.7326007326007326,0.1579778830963665,0.368088467614534,0.0825,0.3071593533487298,0.536304347826087,0.439090909090909,0.4340512498034899,0.3071593533487298,0.5,0.5262864573657812,0.5000000000000001,0.5005359056806004,0.3683379392025266,0.388290125254879,0.4051724137931033,0.4618937644341801,0.3333333333333333,0.6856437905510372,0.1548460435921514,0.4,0.353045013239188,0.263823064770932,0.32441200324412,0.3333333333333333,0.4036842105263157,0.4342424242424242,0.3177570093457944,0.3623978201634878,0.383331892452667,0.329136690647482,0.3333333333333333,0.2998500749625187,0.3071593533487298,0.3071593533487298
622,LAR,0.3389830508474576,0.0,2019-09-22,0.3438012655261308,0.41808415398388543,0.4247684886630382,0.25,0.5454545454545454,0.432067434061452,0.5203836930455635,0.6423982869379012,0.4268374915711396,0.5041593143433325,0.3842239185750634,0.1434689507494646,0.2233333333333333,0.4375505073179492,0.3322089338648676,0.3527336860670194,0.5754545454545454,0.4002998500749625,0.2896606156274665,0.4640943193997857,0.4823151125401929,0.3750721292556261,0.3114667271970643,0.4433333333333333,0.4498341944937148,0.4322344322344322,0.315955766192733,0.315955766192733,0.5,0.6166281755196305,0.4782608695652174,0.439090909090909,0.5004454226274695,0.1547344110854503,0.7054673721340388,0.5820174623815716,0.133,0.4640943193997856,0.2763521515988947,0.2522575007282259,0.3381034482758621,0.23094688221709,0.0,0.6292607146120808,0.4580141353234813,0.2,0.441306266548985,0.5260663507109005,0.2700729927007299,0.2966666666666666,0.4384210526315789,0.6363636363636364,0.6277570093457943,0.2724795640326976,0.6253998443848879,0.5215827338129497,0.3883333333333333,0.3493253373313343,0.5381062355658198,0.5381062355658198
623,CLE,0.22033898305084745,1.0,2019-09-22,0.3438012655261308,0.37332139659803043,0.5606056697706812,0.5825,0.8181818181818181,0.8218073053566572,0.2002398081534772,0.3211991434689507,0.4942683749157114,0.5881018401814972,0.6284987277353689,0.3576017130620985,0.7766666666666666,0.3992996318577714,0.4599816007359704,0.4109347442680776,0.5154545454545454,0.4002998500749625,0.4996053670086819,0.1071811361200428,0.44640943193997856,0.1344489324870166,0.1588922937237544,0.2233333333333333,0.2210997146602915,0.4084249084249084,0.315955766192733,0.368088467614534,0.3325,0.3856812933025403,0.3115217391304347,0.439090909090909,0.4392915160090131,0.3856812933025403,0.4708994708994709,0.4117592420583318,0.3,0.4287245444801716,0.4737465455981051,0.533935333527527,0.410919540229885,0.0,0.3333333333333333,0.34085716896646245,0.3772549794889537,0.4,0.470432480141218,0.315955766192733,0.3787510137875101,0.2588888888888889,0.4210526315789473,0.3939393939393939,0.3567289719626167,0.3623978201634878,0.48992824414282,0.4316546762589928,0.2216666666666666,0.1994002998500749,0.5381062355658198,0.6928406466512702
624,NOR,0.559322033898305,0.0,2019-09-22,0.359503163815327,0.46284691136974043,0.4720509711868341,0.25,0.5154545454545454,0.3776851264388652,0.5203836930455635,0.4646680942184151,0.6180040458530008,0.6218805142425006,0.4893893129770991,0.284796573875803,0.3333333333333333,0.5025590374427583,0.4326893590923029,0.3527336860670194,0.3936363636363637,0.2503748125937031,0.3946329913180741,0.2861736334405144,0.4105037513397642,0.2019619157530295,0.1979722316800968,0.11,0.1773733323050821,0.413919413919414,0.263823064770932,0.263823064770932,0.75,0.76905311778291,0.463695652173913,0.5000000000000001,0.5056856888329927,0.3856812933025403,0.4118165784832451,0.4674902470741222,0.3330000000000001,0.4640943193997856,0.6186340307935256,0.6309350422371103,0.5325574712643677,0.3856812933025403,0.2233333333333333,0.5229827286850042,0.441506449859141,0.4,0.5295675198587819,0.368088467614534,0.32441200324412,0.1855555555555555,0.3684210526315789,0.2827272727272727,0.2648130841121495,0.2724795640326976,0.3660413244575083,0.383093525179856,0.3883333333333333,0.3493253373313343,0.3856812933025403,0.5381062355658198
625,SEA,0.4576271186440678,1.0,2019-09-22,0.4298101710803843,0.29856759176365255,0.396393840121753,0.25,0.5763636363636363,0.46524064171123,0.2805755395683453,0.4646680942184151,0.4268374915711396,0.3108142172926644,0.4096692111959286,0.4282655246252677,0.0,0.8320912274400647,0.3713584789941735,0.1763668430335097,0.2727272727272727,0.4497751124437781,0.1318074191002367,0.2861736334405144,0.30332261521972126,0.3941142527409116,0.2522226005372073,0.3333333333333333,0.3470347805968998,0.3168498168498168,0.368088467614534,0.368088467614534,0.1675,0.3071593533487298,0.5434782608695652,0.4845454545454545,0.5947702143268878,0.23094688221709,0.5590828924162258,0.5510867545978079,0.5000000000000001,0.6430868167202574,0.4607185155941573,0.4465482085639382,0.5603448275862069,0.3856812933025403,0.2233333333333333,0.6424198117518048,0.4118519250729007,0.6000000000000001,0.412180052956752,0.5260663507109005,0.3511759935117599,0.37,0.5263157894736843,0.4342424242424242,0.4096728971962616,0.3623978201634878,0.3083772801936543,0.5215827338129497,0.5,0.4497751124437781,0.4618937644341801,0.4618937644341801
626,CAR,0.6440677966101694,0.0,2019-09-22,0.4532458401687368,0.5671441360787824,0.4935383186730981,0.3325,0.2727272727272727,0.2295839753466871,0.4004796163069544,0.4646680942184151,0.5057316250842888,0.6218805142425006,0.5046564885496182,0.1434689507494646,0.11,0.478854269551944,0.3406930389451088,0.1763668430335097,0.97,0.3493253373313343,0.4206787687450671,0.3933547695605573,0.5176848874598071,0.3652625504904789,0.2282374304846214,0.5566666666666666,0.3701704326366932,0.32234432234432225,0.315955766192733,0.368088467614534,0.6675,0.6928406466512702,0.5145652173913045,0.5454545454545455,0.6262118115600273,0.23094688221709,0.4708994708994709,0.3436745309307077,0.4670000000000001,0.7856377277599144,0.434267666798263,0.4852898339644624,0.5114942528735633,0.4618937644341801,0.11,0.5814676048615555,0.3130035091187664,0.334,0.412180052956752,0.5797788309636651,0.2976480129764801,0.2966666666666666,0.4736842105263157,0.6363636363636364,0.5778971962616822,0.1825613079019074,0.5389470044090948,0.514388489208633,0.4449999999999999,0.4002998500749625,0.5381062355658198,0.5381062355658198
627,ATL,0.4067796610169492,0.0,2019-09-22,0.4218420435903444,0.6714413607878243,0.6070369128382386,0.5825,0.7272727272727273,0.5770869210550167,0.2805755395683453,0.2141327623126336,0.7754551584625761,0.7479203428283336,0.6463104325699744,0.5717344753747323,0.6666666666666666,0.5237496632845471,0.5366452008586322,0.1181657848324515,0.3336363636363636,0.2998500749625187,0.3946329913180741,0.4287245444801715,0.4999999999999999,0.221004039238315,0.1803427533764612,0.11,0.2365234826868204,0.3663003663003663,0.368088467614534,0.368088467614534,0.25,0.3071593533487298,0.5217391304347826,0.6513636363636363,0.5414767070167164,0.23094688221709,0.2945326278659611,0.3994055359464982,0.3,0.3933547695605573,0.5396762731938415,0.4852898339644624,0.4693390804597701,0.3071593533487298,0.11,0.6097962167595724,0.4662185538476746,0.4,0.382171226831421,0.631911532385466,0.1889699918896999,0.2588888888888889,0.4036842105263157,0.4242424242424242,0.4984579439252335,0.5449591280653951,0.5303017204115155,0.6474820143884892,0.5,0.4497751124437781,0.23094688221709,0.3071593533487298
628,CHI,0.5254237288135594,0.0,2019-09-23,0.1406140145301148,0.34333034914950755,0.3336084814404003,0.0825,0.4854545454545454,0.5861506389921145,0.2805755395683453,0.6070663811563168,0.5057316250842888,0.5881018401814972,0.3443511450381678,0.0706638115631691,0.11,0.384304570351082,0.2078094653991617,0.2945326278659612,0.3936363636363637,0.3493253373313343,0.4996053670086819,0.3215434083601286,0.5359056806002144,0.2019619157530295,0.2118563916316725,0.11,0.1259350659366083,0.4084249084249084,0.0521327014218009,0.0521327014218009,0.5825,0.6166281755196305,0.5869565217391305,0.6513636363636363,0.6803437614630823,0.1547344110854503,0.4409171075837742,0.3931822403864016,0.767,0.6430868167202574,0.6975917883932099,0.4852898339644624,0.5268103448275863,0.6928406466512702,0.2233333333333333,0.7569222333912089,0.3937626649532941,0.2,0.205648720211827,0.263823064770932,0.1354420113544201,0.1477777777777777,0.193157894736842,0.6363636363636364,0.5545327102803738,0.1825613079019074,0.4957205844211981,0.4910071942446043,0.5549999999999999,0.4992503748125937,0.23094688221709,0.23094688221709
629,WAS,0.2542372881355932,1.0,2019-09-23,0.2500585891727208,0.20904207699194266,0.2123713467640003,0.0825,0.4854545454545454,0.3776851264388652,0.1199040767386091,0.2141327623126336,0.516857720836143,0.5376859087471639,0.38506361323155197,0.3576017130620985,0.11,0.5016611295681063,0.3373198405397116,0.3527336860670194,0.3936363636363637,0.2998500749625187,0.4996053670086819,0.3215434083601286,0.5176848874598071,0.0095210617426428,0.0,0.11,0.1182231819233438,0.09157509157509151,0.315955766192733,0.315955766192733,0.1675,0.1547344110854503,0.2463043478260869,0.4845454545454545,0.3441020803856836,0.23094688221709,0.5590828924162258,0.4860672487460523,0.267,0.5359056806002144,0.6316620607974734,0.6504515001456452,0.4655172413793103,0.3071593533487298,0.3333333333333333,0.4642237046513753,0.3410270350417634,0.066,0.470432480141218,0.4218009478672985,0.7566909975669099,0.37,0.7542105263157894,0.3333333333333333,0.1090654205607477,0.0,0.1296792599636897,0.1079136690647482,0.1116666666666666,0.1004497751124437,0.3071593533487298,0.3071593533487298
630,PHI,0.576271186440678,0.0,2019-09-26,0.4687133817670493,0.5076096687555954,0.5159027007506385,0.4175,0.3945454545454546,0.3474123085289585,0.9196642685851318,0.8211991434689505,0.5842886041807149,0.6554071086463322,0.4936386768447837,0.4282655246252677,0.2233333333333333,0.5528418784232738,0.219768987018297,0.5873015873015873,0.5154545454545454,0.3493253373313343,0.3946329913180741,0.3569131832797428,0.4823151125401929,0.3941142527409116,0.2560057503877729,0.3333333333333333,0.3958510064008638,0.3168498168498168,0.315955766192733,0.315955766192733,0.3325,0.3071593533487298,0.2102173913043478,0.3331818181818181,0.4314311167007283,0.6166281755196305,0.5,0.6625487646293888,0.4,0.6784565916398716,0.3947887879984209,0.514418875618992,0.3793103448275861,0.0762124711316397,0.4433333333333333,0.27716348350543724,0.3706815598280037,0.266,0.470432480141218,0.631911532385466,0.4322789943227899,0.37,0.6142105263157895,0.4445454545454546,0.4423831775700934,0.2724795640326976,0.4409094838765452,0.5035971223021583,0.1116666666666666,0.1994002998500749,0.23094688221709,0.3071593533487298
631,GNB,0.4576271186440678,1.0,2019-09-26,0.3280993672369345,0.31333930170098456,0.3138494080016509,0.1675,0.5763636363636363,0.3897398712952052,0.2002398081534772,0.3929336188436829,0.3819959541469994,0.4033274514746659,0.34096692111959276,0.284796573875803,0.0,0.5851665619107479,0.2521210262700603,0.1181657848324515,0.3936363636363637,0.3493253373313343,0.4206787687450671,0.3569131832797428,0.4999999999999999,0.3557414887478361,0.2168879809329247,0.3333333333333333,0.1671165265674404,0.27472527472527464,0.368088467614534,0.368088467614534,0.25,0.3071593533487298,0.5217391304347826,0.3181818181818182,0.489964890216423,0.23094688221709,0.7936507936507936,0.6037525543377299,0.367,0.4640943193997856,0.5921831819976314,0.6408389163996504,0.5995977011494251,0.5381062355658198,0.3333333333333333,0.5570684455816505,0.4662185538476746,0.4,0.382171226831421,0.1058451816745655,0.4598540145985401,0.5922222222222222,0.561578947368421,0.222121212121212,0.0965887850467289,0.0899182561307902,0.1585545085156047,0.1672661870503597,0.5,0.4497751124437781,0.3856812933025403,0.5381062355658198
632,CHI,0.2711864406779661,1.0,2019-09-29,0.265760487461917,0.4028648164726946,0.2837464854128511,0.1675,0.6672727272727272,0.6072691017855525,0.4004796163069544,0.4999999999999998,0.4942683749157114,0.4872699773128308,0.28328244274809156,0.2141327623126338,0.2233333333333333,0.4648469067073718,0.2844730655218235,0.4109347442680776,0.3636363636363636,0.4002998500749625,0.526440410418311,0.2497320471596999,0.5359056806002144,0.259665320253895,0.2433700298868838,0.11,0.123390144212231,0.4212454212454213,0.263823064770932,0.263823064770932,0.4175,0.4618937644341801,0.2971739130434783,0.5299999999999999,0.4288109835979666,0.4618937644341801,0.5291005291005291,0.5480215493219395,0.233,0.3569131832797428,0.6841689696012634,0.5921934168365861,0.4597701149425287,0.4618937644341801,0.3333333333333333,0.5814676048615555,0.3492808777739337,0.134,0.353045013239188,0.5260663507109005,0.3511759935117599,0.37,0.5263157894736843,0.3433333333333332,0.3053271028037383,0.0899182561307902,0.2017809285035013,0.4316546762589928,0.2783333333333333,0.2503748125937031,0.0,0.0762124711316397
633,DAL,0.1694915254237288,0.0,2019-09-29,0.6327630653855166,0.7162041181736795,0.8159775066422473,0.1675,0.5454545454545454,0.555877821082208,0.5599520383693045,0.2141327623126336,0.5279838165879973,0.4116460801613309,0.5725190839694656,0.6423982869379015,0.2233333333333333,0.8377480470503726,0.4275784524174587,0.3527336860670194,0.1818181818181818,0.1004497751124437,0.1318074191002367,0.2143622722400857,0.14255091103965697,0.5481823427582229,0.5561230280331404,0.4433333333333333,0.524408112901982,0.6648351648351648,0.684044233807267,0.684044233807267,0.1675,0.23094688221709,0.5506521739130434,0.5909090909090909,0.713540847875072,0.23094688221709,0.5590828924162258,0.5169979565298161,0.4670000000000001,0.5712754555198286,0.5396762731938415,0.533935333527527,0.6532471264367816,0.4618937644341801,0.11,0.6996253312619941,0.3805664014234171,0.266,0.588702559576346,0.4739336492890995,0.5409570154095701,0.2966666666666666,0.5963157894736841,0.4342424242424242,0.4579439252336449,0.4550408719346049,0.2939396559176968,0.593525179856115,0.5549999999999999,0.4992503748125937,0.1547344110854503,0.1547344110854503
634,MIA,0.1694915254237288,1.0,2019-09-29,0.0,0.17905102954341973,0.1478835091701705,0.6675,0.4245454545454545,0.2749025650321762,0.1606714628297362,0.5353319057815844,0.3371544167228592,0.5628938744643306,0.3053435114503815,0.0706638115631691,0.6666666666666666,0.1793122025680165,0.1362567719513441,0.4708994708994709,0.6972727272727273,0.6491754122938531,0.3946329913180741,0.6784565916398714,0.7502679528403,0.0960761684939411,0.0491809480573525,0.0,0.0719518778437572,0.13919413919413912,0.0521327014218009,0.0521327014218009,0.25,0.3071593533487298,0.4202173913043477,0.4845454545454545,0.5240266205523241,0.23094688221709,0.382716049382716,0.3901170351105332,0.4670000000000001,0.3215434083601286,0.5001973943939994,0.3687736673463442,0.4894540229885057,0.5381062355658198,0.2233333333333333,0.7566480855341313,0.3723125586912469,0.4,0.176522506619594,0.2101105845181674,0.1889699918896999,0.2966666666666666,0.2805263157894737,0.4445454545454546,0.3535981308411214,0.1825613079019074,0.3775395521742888,0.3471223021582734,0.2783333333333333,0.4002998500749625,0.0762124711316397,0.3856812933025403
635,LAC,0.5084745762711864,0.0,2019-09-29,0.3438012655261308,0.5971351835273052,0.6276730208682643,0.4175,0.4545454545454545,0.3897398712952052,0.5599520383693045,0.4999999999999998,0.6068779501011465,0.5966725485253339,0.5928753180661577,0.3576017130620985,0.2233333333333333,0.6060878153901409,0.5434427067361749,0.3527336860670194,0.4845454545454545,0.4992503748125937,0.2628255722178374,0.4287245444801715,0.4823151125401929,0.221004039238315,0.3014035485945598,0.2233333333333333,0.3830492789388448,0.6282051282051282,0.315955766192733,0.315955766192733,0.3325,0.4618937644341801,0.9202173913043478,0.8636363636363636,0.8794738772729653,0.1547344110854503,0.382716049382716,0.5387330484859744,0.5000000000000001,0.2861736334405146,0.4212396367943152,0.3204194581998252,0.588103448275862,0.76905311778291,0.11,0.8266471717079411,0.3953936638165373,0.2,0.264783759929391,0.2101105845181674,0.1354420113544201,0.1477777777777777,0.1752631578947368,0.7978787878787877,0.8021962616822429,0.5449591280653951,0.5677358001210339,0.616906474820144,0.8883333333333333,0.8995502248875562,0.23094688221709,0.3856812933025403
636,WAS,0.05084745762711865,0.0,2019-09-29,0.3672369346144832,0.46284691136974043,0.4419480485980344,0.4175,0.6972727272727273,0.5166319224145746,0.2398081534772182,0.2141327623126336,0.7080242751180043,0.663725737332997,0.5835368956743001,0.4989293361884369,0.3333333333333333,0.6183891532728742,0.5945517734846161,0.2945326278659612,0.5154545454545454,0.2998500749625187,0.526440410418311,0.5005359056806002,0.6248660235798499,0.0960761684939411,0.0605303976090493,0.11,0.0873756458702861,0.18315018315018303,0.315955766192733,0.315955766192733,0.25,0.3071593533487298,0.6376086956521739,0.6363636363636364,0.7772886862652622,0.0762124711316397,0.4409171075837742,0.3776704439903399,0.4,0.4640943193997856,0.4867745756020529,0.4465482085639382,0.7308333333333332,0.6166281755196305,0.11,0.8284748240884585,0.378935402560174,0.4,0.353045013239188,0.368088467614534,0.3511759935117599,0.3333333333333333,0.4563157894736842,0.6060606060606061,0.4283644859813084,0.3623978201634878,0.4294112561597648,0.3597122302158274,0.5549999999999999,0.5997001499250375,0.3071593533487298,0.3856812933025403
637,LVR,0.5254237288135594,0.0,2019-09-29,0.2500585891727208,0.4028648164726946,0.4049836200892511,0.25,0.5763636363636363,0.5075682044774767,0.5995203836930456,0.4999999999999998,0.550573162508429,0.4454247542223342,0.38506361323155197,0.284796573875803,0.3333333333333333,0.5761874831642273,0.3577634672390881,0.2345679012345679,0.2727272727272727,0.3493253373313343,0.1318074191002367,0.0718113612004287,0.16077170418006428,0.2498557414887478,0.2761699390912874,0.2233333333333333,0.3676255109123159,0.5732600732600733,0.315955766192733,0.315955766192733,0.1675,0.23094688221709,0.4710869565217391,0.5909090909090909,0.5100351097835769,0.23094688221709,0.5881834215167548,0.628459966561397,0.433,0.2497320471596998,0.5657323332017371,0.4174191669094086,0.4942528735632184,0.5381062355658198,0.2233333333333333,0.7191812117335284,0.3821974002866604,0.266,0.235657546337158,0.4218009478672985,0.16220600162206,0.3333333333333333,0.3510526315789473,0.2930303030303031,0.3629439252336448,0.1825613079019074,0.463992392150082,0.593525179856115,0.4449999999999999,0.4002998500749625,0.23094688221709,0.3071593533487298
638,DEN,0.4067796610169492,1.0,2019-09-29,0.2343566908835247,0.5523724261414503,0.456573890164315,0.3325,0.4545454545454545,0.3686214085017674,0.5203836930455635,0.6070663811563168,0.5954146999325691,0.5462566170910008,0.4478371501272263,0.1434689507494646,0.2233333333333333,0.5115381161892789,0.4139834406623734,0.1763668430335097,0.4545454545454545,0.5502248875562219,0.5785319652722968,0.2143622722400857,0.6071811361200429,0.4229659549913444,0.3001172776453675,0.2233333333333333,0.3136423228194648,0.3956043956043956,0.1058451816745655,0.1579778830963665,0.5,0.5381062355658198,0.3913043478260869,0.5000000000000001,0.5266467536550856,0.0762124711316397,0.5,0.5665985509938696,0.533,0.6430868167202574,0.4472956968022108,0.4852898339644624,0.5421264367816092,0.23094688221709,0.0,0.5878643881933656,0.3970246626797805,0.334,0.5295675198587819,0.684044233807267,0.3511759935117599,0.4444444444444444,0.6142105263157895,0.4645454545454545,0.3442523364485981,0.2724795640326976,0.5273623238523385,0.3651079136690647,0.3333333333333333,0.2998500749625187,0.4618937644341801,0.4618937644341801
639,JAX,0.4406779661016949,0.0,2019-09-29,0.3280993672369345,0.26857654431512984,0.4350865426780509,0.25,0.5763636363636363,0.4259947430435964,0.2398081534772182,0.3211991434689507,0.5279838165879973,0.4285354171918326,0.4427480916030533,0.4282655246252677,0.11,0.7096165933375236,0.3645609731166308,0.2345679012345679,0.3027272727272727,0.2503748125937031,0.3157063930544593,0.1789924973204716,0.30332261521972126,0.1537795729948066,0.2219574017326826,0.0,0.3778823166499576,0.5549450549450549,0.2101105845181674,0.2101105845181674,0.5,0.4618937644341801,0.4419565217391303,0.3636363636363637,0.3938846093381544,0.0,0.5590828924162258,0.4953557495820174,0.4,0.3569131832797428,0.3288590604026845,0.2813865423827555,0.3247126436781608,0.1547344110854503,0.0,0.5707758384355296,0.2289823555577521,0.266,0.235657546337158,0.0,0.4598540145985401,0.0744444444444444,0.2805263157894737,0.4445454545454546,0.3411214953271028,0.4550408719346049,0.2219244402178611,0.3705035971223022,0.3883333333333333,0.3493253373313343,0.4618937644341801,0.5381062355658198
640,NYG,0.4067796610169492,1.0,2019-09-29,0.3672369346144832,0.5223813786929274,0.6268217814120257,0.5,0.5154545454545454,0.4199220520257409,0.2805755395683453,0.3929336188436829,0.662845583277141,0.7058230400806653,0.563180661577608,0.284796573875803,0.2233333333333333,0.5270719224207596,0.4718900132883572,0.2345679012345679,0.6972727272727273,0.3493253373313343,0.5785319652722968,0.5359056806002144,0.6966773847802786,0.1442585112521638,0.322816176748761,0.4433333333333333,0.2544921724377266,0.8424908424908426,0.368088467614534,0.368088467614534,0.1675,0.23094688221709,0.6376086956521739,0.5909090909090909,0.6262118115600273,0.1547344110854503,0.5590828924162258,0.4984209548578859,0.767,0.6077170418006431,0.6446900908014213,0.4561607923099329,0.515316091954023,0.6928406466512702,0.2233333333333333,0.7955770812391483,0.3163149310532298,0.4,0.205648720211827,0.263823064770932,0.1889699918896999,0.1855555555555555,0.2457894736842105,0.5354545454545455,0.4937850467289719,0.1825613079019074,0.4294112561597648,0.4910071942446043,0.6116666666666666,0.5502248875562219,0.23094688221709,0.3071593533487298
641,CAR,0.2711864406779661,0.0,2019-09-29,0.4921490508554018,0.5076096687555954,0.5270719942218897,0.4175,0.3036363636363636,0.3051753829420828,0.3201438848920863,0.3576017130620983,0.516857720836143,0.5881018401814972,0.4987277353689566,0.284796573875803,0.11,0.5785220436383227,0.3253603189205765,0.2345679012345679,0.7881818181818182,0.4002998500749625,0.3946329913180741,0.1789924973204716,0.4105037513397642,0.3075591459896133,0.306435137895812,0.4433333333333333,0.4189866584406571,0.4816849816849817,0.4218009478672985,0.4218009478672985,0.5825,0.6166281755196305,0.4058695652173913,0.515,0.5816695488130796,0.23094688221709,0.5590828924162258,0.5169979565298161,0.4,0.5359056806002144,0.737070667193052,0.66996795805418,0.5995977011494251,0.3856812933025403,0.11,0.6235036096134515,0.476103395443088,0.2,0.5004413062665489,0.5260663507109005,0.3787510137875101,0.4444444444444444,0.5789473684210527,0.2424242424242424,0.3349065420560747,0.0899182561307902,0.1556151119564277,0.60431654676259,0.2783333333333333,0.2503748125937031,0.5381062355658198,0.6166281755196305
642,SEA,0.4576271186440678,0.0,2019-09-29,0.4687133817670493,0.5223813786929274,0.5812417778007067,0.3325,0.6363636363636364,0.5166319224145746,0.4004796163069544,0.4999999999999998,0.5842886041807149,0.5041593143433325,0.556386768447837,0.4989293361884369,0.0,0.8222142408188919,0.3952264131656955,0.1181657848324515,0.4545454545454545,0.4002998500749625,0.3946329913180741,0.3215434083601286,0.4823151125401929,0.4134448932487017,0.2963341277948019,0.4433333333333333,0.3624585486234287,0.39010989010989,0.5260663507109005,0.5260663507109005,0.0,0.0762124711316397,0.5941304347826086,0.6209090909090907,0.7327464235183145,0.23094688221709,0.5291005291005291,0.4210477428942968,0.4670000000000001,0.6430868167202574,0.526253454401895,0.533935333527527,0.6158908045977012,0.6928406466512702,0.0,0.7900941240975967,0.3821974002866604,0.2,0.470432480141218,0.368088467614534,0.24330900243309,0.2966666666666666,0.3684210526315789,0.6060606060606061,0.5638785046728971,0.0899182561307902,0.5821734243969914,0.5269784172661871,0.5549999999999999,0.4992503748125937,0.4618937644341801,0.4618937644341801
643,ARI,0.1694915254237288,1.0,2019-09-29,0.3749707054136395,0.4328558639212175,0.4204607011117703,0.25,0.5454545454545454,0.3836671802773497,0.6402877697841727,0.8929336188436829,0.6854349291975727,0.7731283085455003,0.49618320610687017,0.284796573875803,0.3333333333333333,0.4354853192062494,0.3645609731166308,0.2945326278659612,0.7272727272727273,0.7991004497751125,0.4206787687450671,0.2497320471596999,0.6071811361200429,0.1442585112521638,0.1979722316800968,0.11,0.1979640626204982,0.4212454212454213,0.1579778830963665,0.1579778830963665,0.75,0.6928406466512702,0.5289130434782608,0.3786363636363636,0.4052297856731121,0.3856812933025403,0.5590828924162258,0.5727289615456065,0.3,0.4640943193997856,0.5791551519936836,0.5726769589280511,0.485632183908046,0.4618937644341801,0.11,0.6116238691400896,0.4942420797706716,0.4,0.5004413062665489,0.315955766192733,0.2976480129764801,0.1477777777777777,0.3157894736842105,0.1718181818181818,0.1464485981308411,0.1825613079019074,0.3429584161839716,0.3237410071942446,0.3883333333333333,0.4002998500749625,0.3071593533487298,0.3856812933025403
644,HOU,0.1694915254237288,1.0,2019-09-29,0.4063745019920318,0.46284691136974043,0.4797895116980937,0.1675,0.5154545454545454,0.4561769237741321,0.5995203836930456,0.4646680942184151,0.4268374915711396,0.4033274514746659,0.4520610687022899,0.4282655246252677,0.11,0.6815120768609141,0.2862107737912705,0.2945326278659612,0.3636363636363636,0.5997001499250375,0.3685872138910813,0.4287245444801715,0.5894962486602359,0.2980380842469706,0.3140014375969432,0.3333333333333333,0.3444898588725226,0.5366300366300366,0.4218009478672985,0.4739336492890995,0.1675,0.23094688221709,0.463695652173913,0.4545454545454546,0.3449667243095948,0.23094688221709,0.5881834215167548,0.4365595392903585,0.5670000000000001,0.7856377277599144,0.5132254243979472,0.5243227497815321,0.279683908045977,0.3071593533487298,0.3333333333333333,0.44375399798958237,0.2702021450106261,0.4,0.588702559576346,0.631911532385466,0.32441200324412,0.37,0.5436842105263158,0.4948484848484847,0.43303738317757,0.2724795640326976,0.5619434598426557,0.4784172661870503,0.3883333333333333,0.3493253373313343,0.5381062355658198,0.6928406466512702
645,CLE,0.6779661016949152,0.0,2019-09-29,0.2577923599718771,0.37332139659803043,0.4264709675755151,0.4175,0.94,0.8973080757726819,0.2805755395683453,0.4999999999999998,0.4383007417397169,0.5376859087471639,0.47496183206106857,0.2141327623126338,0.5566666666666666,0.3540450749753075,0.3884289072881528,0.3527336860670194,0.4545454545454545,0.5502248875562219,0.5524861878453039,0.0718113612004287,0.5176848874598071,0.2308136180034622,0.2156395414822381,0.2233333333333333,0.2699159404642554,0.4322344322344322,0.2101105845181674,0.263823064770932,0.4175,0.3856812933025403,0.3913043478260869,0.3786363636363636,0.489964890216423,0.23094688221709,0.5,0.4489132454021921,0.233,0.2143622722400858,0.4867745756020529,0.5435479172735216,0.6110919540229884,0.3071593533487298,0.2233333333333333,0.5567942977245728,0.4711609746453813,0.2,0.646954986760812,0.368088467614534,0.24330900243309,0.741111111111111,0.5789473684210527,0.1212121212121212,0.1121495327102803,0.1825613079019074,0.167199792513184,0.1978417266187049,0.2216666666666666,0.2503748125937031,0.4618937644341801,0.4618937644341801
